ts,cpu_percent,memory_percent,memory_used_mb,memory_total_mb,tcp_established,bytes_sent,bytes_recv,network_usage_percent
1763322813,10.5,93.0,15170.7,16306.3,10,17911685010,45882074417,0.0
1763322814,9.2,93.0,15168.62,16306.3,10,17911685010,45882074417,0.0
1763322815,12.1,93.0,15169.34,16306.3,10,17911756728,45890206718,6.5
1763322816,18.0,92.9,15155.43,16306.3,10,17911842872,45901093653,8.7
1763322817,10.1,93.0,15164.84,16306.3,10,17911849240,45901873070,0.6
1763322818,10.2,93.0,15164.08,16306.3,10,17911849428,45901873823,0.0
1763322819,12.9,93.1,15181.35,16306.3,10,17911849711,45901874150,0.0
1763322820,13.1,93.1,15186.03,16306.3,10,17911858483,45901874735,0.0
1763322821,15.1,93.2,15195.02,16306.3,10,17911858525,45901874975,0.0
1763322822,13.9,93.2,15204.64,16306.3,10,17911858782,45901876000,0.0
1763322823,10.8,93.2,15205.63,16306.3,9,17911859109,45901876422,0.0
1763322824,12.5,93.2,15196.4,16306.3,9,17911859151,45901876602,0.0
1763322825,11.0,93.2,15203.66,16306.3,9,17911874136,45901878371,0.0
1763322826,9.0,93.2,15196.71,16306.3,9,17911874210,45901878473,0.0
1763322827,11.1,93.2,15198.96,16306.3,9,17911874410,45901878895,0.0
1763322828,10.9,93.2,15196.21,16306.3,9,17911874410,45901878895,0.0
1763322829,10.7,93.2,15193.49,16306.3,9,17911882335,45901879398,0.0
1763322830,11.0,93.2,15189.42,16306.3,9,17911882592,45901880614,0.0
1763322831,10.0,93.2,15201.53,16306.3,9,17911882592,45901880614,0.0
1763322832,10.4,93.2,15199.32,16306.3,9,17911882772,45901880790,0.0
1763322833,10.2,93.2,15200.29,16306.3,9,17911882888,45901881072,0.0
1763322834,9.2,93.2,15199.34,16306.3,9,17911882994,45901881146,0.0
1763322835,11.2,93.2,15200.44,16306.3,9,17911883036,45901881326,0.0
1763322836,11.8,93.2,15199.6,16306.3,9,17911883110,45901881428,0.0
1763322837,11.2,93.2,15200.45,16306.3,9,17911883258,45901881632,0.0
1763322838,13.8,93.2,15200.66,16306.3,9,17911883437,45901881808,0.0
1763322839,11.8,93.0,15167.67,16306.3,9,17911883479,45901881988,0.0
1763322840,11.3,93.0,15171.17,16306.3,9,17911884307,45901882805,0.0
1763322841,11.9,93.0,15171.25,16306.3,9,17911884558,45901883009,0.0
1763322842,13.8,93.0,15171.65,16306.3,9,17911884748,45901883544,0.0
1763322843,13.3,93.1,15173.33,16306.3,9,17911884970,45901883850,0.0
1763322844,11.1,93.1,15173.8,16306.3,9,17911885234,45901884411,0.0
1763322845,14.4,93.1,15179.33,16306.3,9,17911896885,45901886099,0.0
1763322846,15.0,93.0,15169.64,16306.3,9,17911896959,45901886201,0.0
1763322847,19.2,93.1,15178.54,16306.3,10,17911907312,45901887756,0.0
1763322848,15.3,93.1,15182.99,16306.3,10,17911908638,45901894941,0.0
1763322849,15.3,93.1,15189.23,16306.3,10,17911908712,45901895117,0.0
1763322850,11.0,93.1,15186.36,16306.3,10,17911915565,45901905796,0.0
1763322851,18.5,93.1,15180.48,16306.3,10,17911915639,45901905898,0.0
1763322852,13.5,93.1,15174.95,16306.3,10,17911917027,45901906584,0.0
1763322853,9.5,93.1,15178.95,16306.3,10,17911917381,45901906760,0.0
1763322854,12.5,93.0,15171.15,16306.3,10,17911917645,45901907389,0.0
1763322855,10.6,93.0,15171.29,16306.3,11,17911923351,45901983487,0.1
1763322856,14.1,93.0,15171.88,16306.3,11,17911923425,45901983589,0.0
1763322857,11.5,93.0,15170.79,16306.3,11,17911923541,45901983871,0.0
1763322858,13.1,93.0,15170.09,16306.3,11,17911923763,45901984177,0.0
1763322859,15.9,93.0,15168.25,16306.3,11,17911924055,45901984711,0.0
1763322860,14.3,93.0,15167.12,16306.3,11,17911925219,45901985467,0.0
1763322861,13.8,93.0,15168.73,16306.3,11,17911925441,45901985875,0.0
1763322862,11.0,93.0,15169.94,16306.3,11,17911925621,45901986153,0.0
1763322863,9.9,93.0,15166.56,16306.3,11,17911925917,45901986617,0.0
1763322864,15.2,93.0,15160.73,16306.3,11,17911925991,45901986719,0.0
1763322865,13.0,92.7,15118.75,16306.3,11,17911926284,45901987254,0.0
1763322866,13.0,92.6,15107.28,16306.3,11,17911926432,45901987458,0.0
1763322867,12.0,92.7,15117.25,16306.3,11,17911926580,45901987662,0.0
1763322868,10.4,92.7,15113.68,16306.3,11,17911926696,45901988004,0.0
1763322869,12.8,92.7,15113.63,16306.3,11,17911926801,45901988078,0.0
1763322870,9.8,92.7,15113.77,16306.3,12,17911931666,45902000097,0.0
1763322871,10.4,92.7,15117.53,16306.3,12,17911931721,45902000097,0.0
1763322872,11.1,92.7,15108.91,16306.3,12,17911931911,45902000607,0.0
1763322873,9.7,92.7,15109.12,16306.3,12,17911931985,45902000709,0.0
1763322874,12.5,92.5,15083.73,16306.3,12,17911932175,45902001169,0.0
1763322875,16.7,92.8,15135.43,16306.3,12,17911934214,45902001568,0.0
1763322877,18.4,91.5,14915.7,16306.3,12,17911996330,45903308632,1.1
1763322878,22.7,91.6,14933.09,16306.3,12,17912004041,45903832068,0.4
1763322879,18.8,91.7,14957.5,16306.3,12,17912011746,45903986513,0.1
1763322880,19.3,91.8,14965.82,16306.3,12,17912012000,45903986717,0.0
1763322881,16.6,91.7,14947.72,16306.3,12,17912012116,45903987101,0.0
1763322882,14.7,91.8,14964.0,16306.3,12,17912012412,45903987419,0.0
1763322883,17.4,91.7,14960.0,16306.3,12,17912023700,45904940747,0.8
1763322884,12.7,91.7,14946.74,16306.3,12,17912023816,45904941041,0.0
1763322885,13.6,91.7,14955.36,16306.3,12,17912023890,45904941143,0.0
1763322886,11.4,91.7,14949.24,16306.3,12,17912023995,45904941217,0.0
1763322887,10.3,91.7,14948.16,16306.3,12,17912041886,45905544559,0.5
1763322888,10.1,91.7,14945.33,16306.3,12,17912046697,45905756687,0.2
1763322889,11.7,91.6,14935.75,16306.3,12,17912046845,45905756891,0.0
1763322890,14.5,91.6,14936.82,16306.3,12,17912047063,45905757323,0.0
1763322891,22.6,91.8,14973.05,16306.3,12,17912047315,45905757661,0.0
1763322892,14.3,91.9,14979.12,16306.3,11,17912050123,45905758123,0.0
1763322893,14.3,91.8,14976.5,16306.3,11,17912063705,45906878494,0.9
1763322894,10.2,91.9,14979.75,16306.3,11,17912063853,45906878748,0.0
1763322895,13.2,91.9,14981.11,16306.3,11,17912063853,45906878748,0.0
1763322896,9.3,91.9,14983.39,16306.3,11,17912063895,45906878928,0.0
1763322897,9.6,91.8,14970.74,16306.3,11,17912070447,45906879500,0.0
1763322898,12.2,91.8,14975.96,16306.3,11,17912080888,45907558261,0.5
1763322899,12.1,91.9,14986.11,16306.3,11,17912080930,45907558441,0.0
1763322900,11.2,91.9,14986.73,16306.3,11,17912081035,45907558515,0.0
